2021-03-07;40472775
2021-03-06;40471075
2021-03-05;40468563
2021-03-04;40466006
2021-03-03;40463176
2021-03-02;40460941
2021-03-01;40458602
2021-02-28;40457261
2021-02-27;40455714
2021-02-26;40453245
2021-02-25;40450653
2021-02-24;40448119
2021-02-23;40445731
2021-02-22;40443251
2021-02-21;40441668
2021-02-20;40439971
2021-02-19;40437453
2021-02-18;40434531
2021-02-17;40431719
2021-02-16;40429028
2021-02-15;40426686
2021-02-14;40424879
2021-02-13;40422678
2021-02-12;40419954
2021-02-11;40417148
2021-02-10;40414187
2021-02-09;40411620
2021-02-08;40408799
2021-02-07;40406298
2021-02-06;40403914
2021-02-05;40401394
2021-02-04;40398485
2021-02-03;40395895
2021-02-02;40393169
2021-02-01;40390466
2021-01-31;40388620
2021-01-30;40386839
2021-01-29;40383814
2021-01-28;40380355
2021-01-27;40377058
2021-01-26;40374217
2021-01-25;40371455
2021-01-24;40368972
2021-01-23;40366922
2021-01-22;40363654
2021-01-21;40360415
2021-01-20;40356176
2021-01-19;40352878
2021-01-18;40349953
2021-01-17;40347187
2021-01-16;40343814
2021-01-15;40340534
2021-01-14;40336771
2021-01-13;40333208
2021-01-12;40329080
2021-01-11;40325327
2021-01-10;40322287
2021-01-09;40318970
2021-01-08;40313888
2021-01-07;40309366
2021-01-06;40302285
2021-01-05;40298267
2021-01-04;40294886
2021-01-03;40292473
2021-01-02;40289945
2021-01-01;40287156
2020-12-31;40284374
2020-12-30;40280545
2020-12-29;40277289
2020-12-28;40274324
2020-12-27;40271742
2020-12-26;40269408
2020-12-25;40266454
2020-12-24;40263527
2020-12-23;40260007
2020-12-22;40256706
2020-12-21;40253424
2020-12-20;40250969
2020-12-19;40248330
2020-12-18;40244509
2020-12-17;40240834
2020-12-16;40237437
2020-12-15;40233900
2020-12-14;40230529
2020-12-13;40227865
2020-12-12;
2020-12-11;40221413
2020-12-10;40217669
2020-12-09;40213939
2020-12-08;40210308
2020-12-07;40207177
2020-12-06;40204700
2020-12-05;40202119
2020-12-04;40198857
2020-12-03;40195505
2020-12-02;40192091
2020-12-01;40188633
2020-11-30;40185658
2020-11-29;40183412
2020-11-28;40181032
2020-11-27;40178714
2020-11-26;40176208
2020-11-25;40172783
2020-11-24;
2020-11-23;40166449
2020-11-22;40163979
2020-11-21;40161449
2020-11-20;40157930
2020-11-19;40154351
2020-11-18;40150959
2020-11-17;40147808
2020-11-16;40144752
2020-11-15;40142624
2020-11-14;40140396
2020-11-13;40136927
2020-11-12;40133518
2020-11-11;40130198
2020-11-10;40126354
2020-11-09;40122863
2020-11-08;40120054
2020-11-07;40116137
2020-11-06;40111623
2020-11-05;40106188
2020-11-04;40101346
2020-11-03;40095631
2020-11-02;40092267
2020-11-01;40090280
2020-10-31;40087595
2020-10-30;40084607
2020-10-29;40081529
2020-10-28;40078568
2020-10-27;40075143
2020-10-26;40072209
2020-10-25;40070041
2020-10-24;40068147
2020-10-23;40065369
2020-10-22;40061642
2020-10-21;40058691
2020-10-20;40055937
2020-10-19;40053593
2020-10-18;40051302
2020-10-17;40048991
2020-10-16;40045965
2020-10-15;40042859
2020-10-14;40039980
2020-10-13;40036806
2020-10-12;40034225
2020-10-11;40032145
2020-10-10;40030345
2020-10-09;40026956
2020-10-08;40023755
2020-10-07;40020110
2020-10-06;40017473
2020-10-05;40013655
2020-10-04;40010893
2020-10-03;40008222
2020-10-02;40004768
2020-10-01;40001308
2020-09-30;39998611
2020-09-29;39994522
2020-09-28;39991859
2020-09-27;39989946
2020-09-26;39987468
2020-09-25;39984701
2020-09-24;39981741
2020-09-23;39978278
2020-09-22;39974897
2020-09-21;39971309
2020-09-20;39969071
2020-09-19;39967368
2020-09-18;39962997
2020-09-17;39959053
2020-09-16;39954687
2020-09-15;39951663
2020-09-14;39948699
2020-09-13;39946987
2020-09-12;39944625
2020-09-11;39941239
2020-09-10;39938381
2020-09-09;39935296
2020-09-08;39932497
2020-09-07;39930663
2020-09-06;39928792
2020-09-05;39926545
2020-09-04;39923424
2020-09-03;39920362
2020-09-02;39917515
